timestamp	score	recall	type_acc	coverage	d_rate	hier	orphan	mode	model	k
2026-03-26T23:55:33.960Z	0.8599	70.8	82.8	99.7	5.5	99.4	6.6	normalizer	claude-sonnet-4-20250514	1
2026-03-27T00:01:47.063Z	0.8766	74.4	85.1	99.7	5.5	99.4	6.6	normalizer	claude-sonnet-4-20250514	1
2026-03-27T00:08:12.227Z	0.9194	100.0	70.4	99.7	3.6	99.4	6.6	reclassifier	claude-sonnet-4-20250514	1
2026-03-27T00:13:03.869Z	0.9188	100.0	72.2	99.7	7.3	100.0	6.6	reclassifier	claude-sonnet-4-20250514	1
2026-03-27T00:16:11.782Z	0.9220	100.0	73.5	99.7	7.0	99.4	6.6	reclassifier	claude-sonnet-4-20250514	1
